OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,Lifespan,Adaptability,Size
Return_to_owner,Dog,Neutered Male,60.833333333333336,Miniature Pinscher,Chocolate/Tan,182.5,5,Small
Return_to_owner,Dog,Neutered Male,24.333333333333332,Pit Bull,Tan/White,182.5,3,Large
Adoption,Cat,Spayed Female,2.0,Domestic Shorthair,White/Brown Tabby,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Blue/White,206.83333333333334,5,Medium
Return_to_owner,Dog,Spayed Female,12.166666666666666,Parson Russell Terrier,Black/White,182.5,5,Medium
Adoption,Dog,Neutered Male,8.0,Border Terrier,Brown/White,182.5,5,Small
Transfer,Dog,Intact Male,12.166666666666666,Pit Bull,Tan/White,182.5,3,Large
Adoption,Dog,Spayed Female,12.166666666666666,Pit Bull,White/Tan,182.5,3,Large
Transfer,Dog,Spayed Female,3.0,Pit Bull,Black/White,182.5,3,Large
Return_to_owner,Dog,Neutered Male,48.666666666666664,American Bulldog,Chocolate/White,182.5,3,Large
Adoption,Dog,Neutered Male,2.0,Chihuahua Shorthair,White/Brown,219.0,5,Small
Return_to_owner,Dog,Neutered Male,36.5,Chihuahua Longhair,Black/Brown,219.0,5,Small
Adoption,Dog,Spayed Female,12.166666666666666,Australian Shepherd,Brown,182.5,5,Medium
Adoption,Dog,Spayed Female,6.0,Doberman Pinsch,Chocolate/Tan,146.0,5,Medium
Adoption,Cat,Spayed Female,36.5,Domestic Shorthair,Tortie,206.83333333333334,5,Medium
Euthanasia,Dog,Intact Male,73.0,Pit Bull,Brown Brindle/White,182.5,3,Large
Adoption,Dog,Neutered Male,24.333333333333332,Dachshund,Tricolor,170.33333333333334,5,Small
Transfer,Cat,Intact Male,0.7,Domestic Shorthair,White/Black,206.83333333333334,5,Medium
Adoption,Cat,Spayed Female,7.0,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Transfer,Cat,Intact Male,0.7,Domestic Shorthair,Orange/White,206.83333333333334,5,Medium
Transfer,Cat,Neutered Male,60.833333333333336,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,12.166666666666666,German Shepherd,Black/Tan,146.0,5,Medium to Large
Return_to_owner,Dog,Intact Male,24.333333333333332,Australian Shepherd,White/Brown,182.5,5,Medium
Adoption,Cat,Spayed Female,2.0,Domestic Shorthair,Cream Tabby/White,206.83333333333334,5,Medium
Transfer,Cat,Intact Male,0.7,Domestic Medium Hair,Brown Tabby,206.83333333333334,5,Medium
Transfer,Cat,Spayed Female,24.333333333333332,Domestic Shorthair,Black,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,73.0,Cocker Spaniel,Black/White,170.33333333333334,5,Medium
Adoption,Dog,Neutered Male,12.166666666666666,Labrador Retriever,Black/Brown Brindle,158.16666666666666,5,Medium
Transfer,Cat,Neutered Male,12.166666666666666,Siamese,Lynx Point,182.5,5,Medium
Adoption,Dog,Neutered Male,12.166666666666666,Yorkshire Terrier,Tan,194.66666666666666,5,Small
Transfer,Cat,Intact Female,24.333333333333332,Domestic Shorthair,Blue Tabby,206.83333333333334,5,Medium
Euthanasia,Dog,Intact Male,24.333333333333332,Pit Bull,Red/White,182.5,3,Large
Return_to_owner,Cat,Neutered Male,12.166666666666666,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Transfer,Dog,Neutered Male,85.16666666666667,Cardigan Welsh Corgi,Tricolor,170.33333333333334,5,Medium
Transfer,Dog,Intact Male,36.5,Rottweiler,Black/Brown,12.166666666666666,3,Medium to Large
Return_to_owner,Dog,Intact Female,7.0,German Shepherd,Brown/Black,146.0,5,Medium to Large
Transfer,Dog,Intact Female,0.4666666666666667,Border Collie,Tan/White,182.5,5,Medium
Euthanasia,Cat,Intact Male,60.833333333333336,Domestic Longhair,Orange Tabby,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,2.0,Labrador Retriever,Black/White,158.16666666666666,5,Medium
Adoption,Dog,Neutered Male,36.5,Chihuahua Shorthair,Black/Tan,219.0,5,Small
Transfer,Dog,Neutered Male,60.833333333333336,Boston Terrier,Brown Brindle/White,182.5,5,Small
Transfer,Dog,Intact Male,1.0,Pit Bull,Black/White,182.5,3,Large
Adoption,Dog,Spayed Female,4.0,Dachshund,Tan/White,170.33333333333334,5,Small
Adoption,Cat,Spayed Female,48.666666666666664,Domestic Longhair,Blue Tabby/White,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,9.0,Yorkshire Terrier,Black/Brown,194.66666666666666,5,Small
Transfer,Cat,Spayed Female,60.833333333333336,Domestic Shorthair,Blue Tabby/White,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,48.666666666666664,German Shepherd,Brown/White,146.0,5,Medium to Large
Adoption,Cat,Neutered Male,2.0,Domestic Longhair,Black,206.83333333333334,5,Medium
Transfer,Dog,Neutered Male,12.166666666666666,Chihuahua Shorthair,Fawn,219.0,5,Small
Adoption,Dog,Spayed Female,73.0,Papillon,White/Tricolor,194.66666666666666,5,Small
Return_to_owner,Dog,Spayed Female,8.0,Pit Bull,White/Tan,182.5,3,Large
Adoption,Dog,Spayed Female,12.166666666666666,Rat Terrier,Tricolor,219.0,5,Small
Adoption,Dog,Neutered Male,12.166666666666666,Chihuahua Shorthair,White/Red,219.0,5,Small
Adoption,Dog,Spayed Female,1.0,Jack Russell Terrier,Brown/Black,194.66666666666666,5,Small
Adoption,Dog,Neutered Male,1.0,Chihuahua Shorthair,White/Tan,219.0,5,Small
Adoption,Dog,Spayed Female,73.0,Chihuahua Shorthair,Brown,219.0,5,Small
Adoption,Cat,Spayed Female,3.0,Domestic Shorthair,Tortie,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,24.333333333333332,Pointer,White/Black,182.5,5,Medium
Adoption,Cat,Spayed Female,2.0,Domestic Medium Hair,Black,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,12.166666666666666,Chihuahua Shorthair,White/Brown,219.0,5,Small
Transfer,Cat,Spayed Female,12.166666666666666,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,2.0,Miniature Schnauzer,Buff/White,182.5,5,Small
Transfer,Dog,Intact Female,2.0,Chihuahua Shorthair,Tan,219.0,5,Small
Adoption,Dog,Spayed Female,2.0,Anatol Shepherd,Tan/White,170.33333333333334,2,Large
Transfer,Dog,Neutered Male,12.166666666666666,Miniature Poodle,Tan,158.16666666666666,5,Small
Return_to_owner,Dog,Neutered Male,97.33333333333333,Border Collie,Black/White,182.5,5,Medium
Euthanasia,Dog,Intact Male,24.333333333333332,Chow Chow,Brown Brindle,170.33333333333334,2,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Black,206.83333333333334,5,Medium
Return_to_owner,Dog,Spayed Female,12.166666666666666,Chihuahua Shorthair,White/Brown,219.0,5,Small
Return_to_owner,Dog,Neutered Male,97.33333333333333,Miniature Schnauzer,White/Gray,182.5,5,Small
Adoption,Dog,Spayed Female,4.0,Redbone Coonhound,Red/White,170.33333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,24.333333333333332,Catahoula,Black/White,170.33333333333334,3,Large
Euthanasia,Dog,Spayed Female,24.333333333333332,Pit Bull,Fawn/White,182.5,3,Large
Transfer,Cat,Intact Male,1.0,Domestic Medium Hair,Brown Tabby,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,24.333333333333332,Yorkshire Terrier,Gray,194.66666666666666,5,Small
Transfer,Dog,Spayed Female,36.5,Great Pyrenees,White,146.0,4,Giant
Transfer,Dog,Neutered Male,12.166666666666666,Pit Bull,Fawn/White,182.5,3,Large
Transfer,Cat,Neutered Male,48.666666666666664,Domestic Shorthair,Orange Tabby/White,206.83333333333334,5,Medium
Return_to_owner,Dog,Intact Female,12.166666666666666,Border Collie,White/Black,182.5,5,Medium
Return_to_owner,Dog,Spayed Female,73.0,Miniature Poodle,White,158.16666666666666,5,Small
Adoption,Dog,Spayed Female,3.0,Manchester Terrier,Tricolor,194.66666666666666,5,Small
Transfer,Cat,Intact Female,0.7,Domestic Shorthair,Silver Tabby,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,36.5,Pit Bull,Blue/White,182.5,3,Large
Adoption,Dog,Neutered Male,12.166666666666666,Border Collie,Gold/White,182.5,5,Medium
Adoption,Dog,Neutered Male,24.333333333333332,Doberman Pinsch,Black/Tan,146.0,5,Medium
Euthanasia,Cat,Spayed Female,24.333333333333332,Domestic Shorthair,Cream Tabby,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,12.166666666666666,Pointer,White/Black,182.5,5,Medium
Adoption,Cat,Neutered Male,3.0,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,12.166666666666666,Staffordshire,Tan/White,170.33333333333334,3,Medium
Adoption,Dog,Spayed Female,1.0,Redbone Coonhound,Red/White,170.33333333333334,5,Medium
Adoption,Dog,Spayed Female,12.166666666666666,Catahoula,Brown Merle/White,170.33333333333334,3,Large
Transfer,Dog,Intact Male,12.166666666666666,Pug,Tan/Black,182.5,5,Small
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Cream Tabby,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Orange Tabby,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,97.33333333333333,Labrador Retriever,Black/White,158.16666666666666,5,Medium
Return_to_owner,Dog,Neutered Male,48.666666666666664,German Shepherd,Tricolor,146.0,5,Medium to Large
Euthanasia,Dog,Intact Male,48.666666666666664,Chow Chow,Gold,170.33333333333334,2,Medium
Return_to_owner,Dog,Neutered Male,12.166666666666666,Miniature Poodle,White,158.16666666666666,5,Small
Transfer,Cat,Neutered Male,97.33333333333333,Domestic Shorthair,Black,206.83333333333334,5,Medium
Transfer,Cat,Intact Female,0.7,Domestic Shorthair,Calico,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,3.0,Domestic Shorthair,Orange Tabby/White,206.83333333333334,5,Medium
Transfer,Dog,Spayed Female,12.166666666666666,Chihuahua Shorthair,Tricolor,219.0,5,Small
Transfer,Dog,Neutered Male,12.166666666666666,Dachshund,Cream,170.33333333333334,5,Small
Adoption,Dog,Spayed Female,5.0,Dachshund,Brown,170.33333333333334,5,Small
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Blue Tabby/White,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,2.0,Siamese,Black,182.5,5,Medium
Adoption,Dog,Neutered Male,73.0,Chihuahua Shorthair,Tricolor,219.0,5,Small
Transfer,Dog,Intact Male,24.333333333333332,West Highland,White/Tan,194.66666666666666,4,Small
Transfer,Dog,Intact Female,6.0,Pit Bull,White/Tricolor,182.5,3,Large
Transfer,Cat,Intact Female,0.4666666666666667,Domestic Shorthair,White,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,12.166666666666666,Bichon Frise,White,182.5,5,Small
Return_to_owner,Dog,Neutered Male,12.166666666666666,Border Terrier,Tan,182.5,5,Small
Transfer,Cat,Intact Male,0.7,Domestic Shorthair,Blue,206.83333333333334,5,Medium
Transfer,Cat,Intact Female,12.166666666666666,Domestic Shorthair,Torbie,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,1.0,Border Collie,Black,182.5,5,Medium
Adoption,Dog,Neutered Male,36.5,Chihuahua Shorthair,Black/White,219.0,5,Small
Adoption,Dog,Spayed Female,36.5,Harrier,Black/Tan,146.0,3,Medium
Transfer,Cat,Intact Female,24.333333333333332,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Transfer,Dog,Neutered Male,24.333333333333332,Labrador Retriever,Red/White,158.16666666666666,5,Medium
Transfer,Dog,Neutered Male,24.333333333333332,Labrador Retriever,Black,158.16666666666666,5,Medium
Adoption,Dog,Spayed Female,48.666666666666664,Labrador Retriever,Black,158.16666666666666,5,Medium
Return_to_owner,Dog,Neutered Male,24.333333333333332,Picardy Sheepdog,Sable,170.33333333333334,5,Medium
Transfer,Cat,Intact Male,1.0,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,36.5,Australian Cattle Dog,White/Black,182.5,3,Medium
Transfer,Cat,Intact Male,36.5,Domestic Shorthair,Blue,206.83333333333334,5,Medium
Euthanasia,Cat,Intact Male,2.0,Siamese,Cream/Seal Point,182.5,5,Medium
Transfer,Cat,Neutered Male,24.333333333333332,Domestic Shorthair,White/Gray,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,12.166666666666666,Domestic Shorthair,Orange Tabby,206.83333333333334,5,Medium
Transfer,Cat,Spayed Female,12.166666666666666,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,4.0,Domestic Medium Hair,Orange Tabby/White,206.83333333333334,5,Medium
Euthanasia,Cat,Intact Female,36.5,Domestic Shorthair,Black,206.83333333333334,5,Medium
Transfer,Cat,Intact Female,12.166666666666666,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Transfer,Dog,Neutered Male,7.0,Bull Terrier,Brown Brindle,146.0,4,Medium
Adoption,Cat,Spayed Female,2.0,Domestic Shorthair,Silver Tabby,206.83333333333334,5,Medium
Transfer,Cat,Neutered Male,73.0,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Transfer,Dog,Intact Female,36.5,Australian Cattle Dog,Brown Merle/White,182.5,3,Medium
Adoption,Cat,Spayed Female,3.0,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Transfer,Dog,Spayed Female,24.333333333333332,Yorkshire Terrier,Gray/Tan,194.66666666666666,5,Small
Transfer,Dog,Intact Male,60.833333333333336,Chihuahua Shorthair,Black/Tan,219.0,5,Small
Adoption,Dog,Spayed Female,85.16666666666667,Labrador Retriever,Black/White,158.16666666666666,5,Medium
Adoption,Cat,Intact Female,2.0,Domestic Shorthair,Blue Tabby/White,206.83333333333334,5,Medium
Adoption,Cat,Spayed Female,24.333333333333332,Domestic Longhair,Brown Tabby/White,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,12.166666666666666,American Bulldog,White/Brown,182.5,3,Large
Adoption,Cat,Spayed Female,2.0,Domestic Shorthair,Tortie,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,12.166666666666666,Labrador Retriever,Black,158.16666666666666,5,Medium
Euthanasia,Dog,Spayed Female,12.166666666666666,Australian Shepherd,Brown Merle/White,182.5,5,Medium
Adoption,Dog,Spayed Female,3.0,Standard Poodle,White,158.16666666666666,5,Medium
Return_to_owner,Cat,Neutered Male,5.0,Domestic Shorthair,White,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Euthanasia,Cat,Intact Male,12.166666666666666,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,24.333333333333332,Pit Bull,Blue/White,182.5,3,Large
Adoption,Dog,Neutered Male,7.0,German Shepherd,Black,146.0,5,Medium to Large
Transfer,Dog,Neutered Male,12.166666666666666,Shih Tzu,White/Tan,170.33333333333334,5,Small
Euthanasia,Dog,Intact Male,12.166666666666666,Catahoula,Brown Merle,170.33333333333334,3,Large
Adoption,Dog,Neutered Male,1.0,Border Collie,Black/White,182.5,5,Medium
Transfer,Cat,Intact Female,24.333333333333332,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Return_to_owner,Dog,Intact Female,12.166666666666666,Dachshund,Brown,170.33333333333334,5,Small
Return_to_owner,Dog,Neutered Male,48.666666666666664,Chihuahua Shorthair,Tan/White,219.0,5,Small
Adoption,Dog,Neutered Male,85.16666666666667,Chihuahua Shorthair,Tricolor,219.0,5,Small
Adoption,Dog,Spayed Female,24.333333333333332,English Bulldog,White,146.0,3,Small
Transfer,Cat,Intact Male,12.166666666666666,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Euthanasia,Dog,Intact Female,12.166666666666666,Pit Bull,Brown,182.5,3,Large
Adoption,Dog,Spayed Female,5.0,Pointer,White,182.5,5,Medium
Transfer,Cat,Neutered Male,36.5,Domestic Shorthair,White,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,White/Brown Tabby,206.83333333333334,5,Medium
Transfer,Dog,Neutered Male,4.0,Labrador Retriever,Yellow,158.16666666666666,5,Medium
Transfer,Cat,Intact Male,0.9333333333333333,Domestic Shorthair,Black,206.83333333333334,5,Medium
Transfer,Dog,Intact Male,2.0,Doberman Pinsch,Black/Brown Brindle,146.0,5,Medium
Adoption,Dog,Neutered Male,24.333333333333332,Siberian Husky,Black/White,170.33333333333334,5,Medium
Adoption,Dog,Neutered Male,12.166666666666666,Chihuahua Shorthair,Tan,219.0,5,Small
Transfer,Dog,Neutered Male,60.833333333333336,Pomeranian,Black/White,182.5,5,Small
Transfer,Cat,Spayed Female,12.166666666666666,Domestic Shorthair,Tortie,206.83333333333334,5,Medium
Return_to_owner,Dog,Spayed Female,48.666666666666664,Pug,Black,182.5,5,Small
Adoption,Dog,Spayed Female,24.333333333333332,Dachshund,Black/White,170.33333333333334,5,Small
Return_to_owner,Dog,Neutered Male,24.333333333333332,German Shepherd,Black/Brown,146.0,5,Medium to Large
Adoption,Dog,Neutered Male,2.0,German Shepherd,Brown/White,146.0,5,Medium to Large
Adoption,Dog,Spayed Female,12.166666666666666,Chihuahua Shorthair,Tan/White,219.0,5,Small
Return_to_owner,Dog,Neutered Male,12.166666666666666,Chihuahua Shorthair,Tan,219.0,5,Small
Return_to_owner,Dog,Neutered Male,12.166666666666666,German Shepherd,Tan,146.0,5,Medium to Large
Adoption,Cat,Neutered Male,3.0,Domestic Shorthair,Cream Tabby/White,206.83333333333334,5,Medium
Adoption,Cat,Spayed Female,2.0,Domestic Shorthair,Torbie,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,85.16666666666667,Pbgv,Brown/Black,170.33333333333334,3,Medium
Transfer,Cat,Intact Male,6.0,Domestic Shorthair,Orange Tabby,206.83333333333334,5,Medium
Transfer,Dog,Neutered Male,36.5,Pit Bull,Blue/White,182.5,3,Large
Adoption,Dog,Spayed Female,4.0,Italian Greyhound,Blue/White,182.5,5,Small
Adoption,Dog,Neutered Male,24.333333333333332,German Shepherd,Black/Brown,146.0,5,Medium to Large
Transfer,Dog,Intact Male,24.333333333333332,Lhasa Apso,Cream/Black,182.5,5,Small
Transfer,Cat,Intact Male,3.0,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Return_to_owner,Dog,Spayed Female,24.333333333333332,German Shepherd,Black/Tan,146.0,5,Medium to Large
Adoption,Dog,Neutered Male,12.166666666666666,Shetland Sheepdog,Tan/White,170.33333333333334,5,Medium
Adoption,Dog,Spayed Female,48.666666666666664,Pointer,Chocolate/White,182.5,5,Medium
Return_to_owner,Dog,Neutered Male,24.333333333333332,Pit Bull,White/Brown,182.5,3,Large
Adoption,Dog,Spayed Female,2.0,German Shepherd,Black/Brown,146.0,5,Medium to Large
Return_to_owner,Cat,Spayed Female,1.0,Domestic Shorthair,Calico,206.83333333333334,5,Medium
Transfer,Cat,Intact Female,6.0,Domestic Medium Hair,Tortie,206.83333333333334,5,Medium
Transfer,Dog,Intact Male,6.0,Labrador Retriever,Black/Brown,158.16666666666666,5,Medium
Euthanasia,Dog,Intact Female,73.0,Border Collie,Gray/Black,182.5,5,Medium
Adoption,Dog,Spayed Female,5.0,Pit Bull,Brown Brindle/White,182.5,3,Large
Died,Dog,Intact Female,24.333333333333332,Golden Retriever,Buff,158.16666666666666,5,Medium to Large
Return_to_owner,Dog,Neutered Male,36.5,Pit Bull,Red/White,182.5,3,Large
Return_to_owner,Dog,Spayed Female,12.166666666666666,Yorkshire Terrier,Tan,194.66666666666666,5,Small
Transfer,Dog,Intact Female,24.333333333333332,Pit Bull,Fawn/White,182.5,3,Large
Transfer,Dog,Neutered Male,12.166666666666666,Black and Tan Coonhound,Black/Brown,146.0,5,Large
Adoption,Dog,Neutered Male,97.33333333333333,American Eskimo,Black/White,170.33333333333334,5,Small to Medium
Return_to_owner,Dog,Spayed Female,85.16666666666667,Boxer,Brown/White,146.0,4,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Transfer,Cat,Intact Female,24.333333333333332,Domestic Shorthair,Tortie,206.83333333333334,5,Medium
Transfer,Cat,Intact Male,0.7,Domestic Shorthair,Orange Tabby,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,1.0,Border Collie,Black/White,182.5,5,Medium
Adoption,Cat,Spayed Female,2.0,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,36.5,Australian Shepherd,Black/White,182.5,5,Medium
Return_to_owner,Dog,Spayed Female,36.5,French Bulldog,Cream/Black,133.83333333333334,5,Small
Transfer,Cat,Intact Female,1.0,Siamese,Seal Point,182.5,5,Medium
Adoption,Dog,Neutered Male,1.0,Labrador Retriever,Black/Black Brindle,158.16666666666666,5,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Euthanasia,Dog,Neutered Male,12.166666666666666,Chihuahua Shorthair,Tan/Buff,219.0,5,Small
Return_to_owner,Cat,Spayed Female,12.166666666666666,Domestic Shorthair,White/Black,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,1.0,Australian Cattle Dog,Blue Tick/Black,182.5,3,Medium
Adoption,Dog,Neutered Male,2.0,Pointer,White/Brown,182.5,5,Medium
Transfer,Dog,Neutered Male,36.5,Pit Bull,Tan,182.5,3,Large
Adoption,Dog,Neutered Male,8.0,Labrador Retriever,Black/White,158.16666666666666,5,Medium
Transfer,Cat,Intact Female,0.7,Domestic Shorthair,Orange Tabby,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,2.0,Dachshund,Black/White,170.33333333333334,5,Small
Return_to_owner,Dog,Neutered Male,73.0,Labrador Retriever,Black/White,158.16666666666666,5,Medium
Adoption,Dog,Spayed Female,2.0,Chihuahua Shorthair,White,219.0,5,Small
Transfer,Cat,Intact Male,0.7,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,12.166666666666666,Miniature Pinscher,Red,182.5,5,Small
Transfer,Dog,Intact Male,2.0,Labrador Retriever,Black/White,158.16666666666666,5,Medium
Return_to_owner,Dog,Spayed Female,12.166666666666666,Labrador Retriever,Yellow,158.16666666666666,5,Medium
Euthanasia,Cat,Intact Male,24.333333333333332,Domestic Shorthair,Black,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,12.166666666666666,Pekingese,Brown Brindle/White,182.5,5,Small
Adoption,Cat,Neutered Male,36.5,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Transfer,Dog,Spayed Female,24.333333333333332,Shih Tzu,Black,170.33333333333334,5,Small
Transfer,Cat,Intact Female,0.23333333333333334,Domestic Shorthair,Black,206.83333333333334,5,Medium
Transfer,Cat,Intact Female,0.9333333333333333,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,1.0,Border Collie,Black/White,182.5,5,Medium
Died,Cat,Intact Male,1.0,Domestic Shorthair,Cream Tabby,206.83333333333334,5,Medium
Euthanasia,Dog,Intact Female,12.166666666666666,Pit Bull,Blue/White,182.5,3,Large
Return_to_owner,Dog,Intact Female,24.333333333333332,Pit Bull,Fawn,182.5,3,Large
Transfer,Cat,Spayed Female,24.333333333333332,Domestic Shorthair,Calico,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Blue,206.83333333333334,5,Medium
Transfer,Dog,Neutered Male,24.333333333333332,Labrador Retriever,Black/White,158.16666666666666,5,Medium
Adoption,Dog,Spayed Female,73.0,Chihuahua Shorthair,Chocolate/White,219.0,5,Small
Transfer,Cat,Neutered Male,2.0,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Return_to_owner,Cat,Spayed Female,36.5,Domestic Shorthair,Calico,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,24.333333333333332,Miniature Pinscher,Black/Tan,182.5,5,Small
Adoption,Cat,Spayed Female,24.333333333333332,Domestic Shorthair,Tortie,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,36.5,Maltese,White,219.0,5,Small
Return_to_owner,Dog,Intact Male,12.166666666666666,Miniature Pinscher,Black/Tan,182.5,5,Small
Return_to_owner,Dog,Neutered Male,24.333333333333332,Treeing Walker Coonhound,White/Brown,158.16666666666666,3,Medium
Return_to_owner,Dog,Neutered Male,2.0,Chihuahua Shorthair,Yellow/White,219.0,5,Small
Adoption,Dog,Spayed Female,36.5,Labrador Retriever,Black,158.16666666666666,5,Medium
Transfer,Cat,Intact Male,36.5,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Transfer,Dog,Spayed Female,73.0,German Shepherd,Sable,146.0,5,Medium to Large
Adoption,Dog,Neutered Male,8.0,Chihuahua Longhair,Tricolor,219.0,5,Small
Transfer,Cat,Intact Male,12.166666666666666,Domestic Medium Hair,Orange Tabby/White,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,48.666666666666664,Chihuahua Shorthair,Chocolate/Tan,219.0,5,Small
Adoption,Dog,Neutered Male,1.0,Jack Russell Terrier,Tan/White,194.66666666666666,5,Small
Transfer,Cat,Neutered Male,12.166666666666666,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Transfer,Dog,Intact Female,48.666666666666664,Pit Bull,Tan/White,182.5,3,Large
Transfer,Cat,Neutered Male,109.5,Maine Coon,Brown Tabby,182.5,5,Large to Giant
Adoption,Dog,Neutered Male,73.0,Pit Bull,Red/White,182.5,3,Large
Adoption,Dog,Spayed Female,36.5,Boxer,Brown Brindle/White,146.0,4,Medium
Transfer,Dog,Neutered Male,12.166666666666666,Pit Bull,Blue/White,182.5,3,Large
Adoption,Dog,Spayed Female,1.0,Chihuahua Shorthair,Chocolate,219.0,5,Small
Transfer,Dog,Intact Female,3.0,Anatol Shepherd,Brown/Black,170.33333333333334,2,Large
Adoption,Dog,Neutered Male,48.666666666666664,Miniature Schnauzer,Gray,182.5,5,Small
Return_to_owner,Cat,Neutered Male,12.166666666666666,Domestic Longhair,Brown Tabby/White,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,73.0,Labrador Retriever,Black,158.16666666666666,5,Medium
Adoption,Dog,Neutered Male,36.5,Manchester Terrier,Black/Tan,194.66666666666666,5,Small
Adoption,Dog,Neutered Male,85.16666666666667,Miniature Poodle,White,158.16666666666666,5,Small
Transfer,Cat,Intact Female,9.0,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Transfer,Cat,Intact Male,5.0,Domestic Shorthair,Orange Tabby,206.83333333333334,5,Medium
Euthanasia,Dog,Intact Male,24.333333333333332,German Shepherd,Black/Brown,146.0,5,Medium to Large
Transfer,Dog,Spayed Female,2.0,Newfoundland,Black/White,24.333333333333332,4,Large to Giant
Transfer,Cat,Intact Female,24.333333333333332,Snowshoe,Calico Point,231.16666666666666,5,Medium
Transfer,Cat,Intact Female,0.1,Domestic Shorthair,Black/Black Smoke,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,2.0,Siberian Husky,Red,170.33333333333334,5,Medium
Transfer,Dog,Intact Female,24.333333333333332,Chihuahua Shorthair,White/Black,219.0,5,Small
Euthanasia,Dog,Intact Female,24.333333333333332,Pit Bull,Brown Brindle,182.5,3,Large
Return_to_owner,Dog,Neutered Male,12.166666666666666,Border Collie,Black,182.5,5,Medium
